model,image,garden,original_width,original_height,input_height,input_width,tp,fp,tn,fn,pred_boundary,true_boundary,matched_pred_boundary,matched_true_boundary,boundary_band_pixels,boundary_band_errors,mowable_iou,nonmowable_false_positive_rate,predicted_mowable_error_fraction,boundary_precision,boundary_recall,boundary_f1,boundary_band_error_rate,model_ms,end_to_end_ms
segformer_b0_ade20k,images/0G0141997.jpg,0,4000,3000,512,512,8173180,31103,2571078,1224639,32871,8793,2721,2679,40624,16974,0.8668201942915638,0.011952665859907516,0.0037910686406112514,0.08277813270055673,0.30467417263732516,0.13018561895514416,0.41783182355257975,76.57965087890625,2948.398155000177
segformer_b0_ade20k,images/0G0142021.jpg,0,4000,3000,512,512,9326672,70781,2602428,119,8002,10036,682,613,47157,22036,0.9924554980797168,0.026477914745910252,0.007531934450749581,0.0852286928267933,0.06108011159824631,0.07116151471117158,0.46729011599550435,77.07574462890625,2965.007465000326
segformer_b0_ade20k,images/0G0162079.jpg,0,4000,3000,512,512,7276917,5902,2670784,2046397,59475,8678,3315,3354,39592,16447,0.7800137760772181,0.0022049653937742416,0.0008104004781664902,0.05573770491803279,0.3864945840055312,0.09742536497348132,0.4154122044857547,62.393951416015625,2610.8336449997296
segformer_b0_ade20k,images/0G0172115.jpg,0,4000,3000,512,512,9284810,14133,2568902,132155,15879,8657,2361,2320,38995,16936,0.9844887626021912,0.005471470576279454,0.001519850159313806,0.1486869450217268,0.26799122097724387,0.1912593420594413,0.4343120912937556,76.19007873535156,2748.2898390003356
segformer_b0_ade20k,images/0G0172141.jpg,0,4000,3000,512,512,9133317,55372,2801145,10166,9180,10335,1613,1546,48714,20350,0.9928754176470876,0.01938444616293199,0.006026104485634458,0.17570806100217864,0.14958877600387036,0.16159981155205966,0.4177443855975695,76.0492172241211,2602.757522999582
segformer_b0_ade20k,images/0G0182202.jpg,0,4000,3000,512,512,9153133,51072,2395539,400256,25293,9514,3271,3259,45104,18122,0.9530085030279158,0.020874589380984555,0.005548768198883011,0.1293243189815364,0.3425478242589868,0.1877617262450687,0.40178254700248317,77.3852767944336,2769.6468379999715
segformer_b0_ade20k,images/1G0011591.jpg,1,4000,3000,512,512,1633777,52081,4282135,6032007,37124,14089,3077,3272,66614,29751,0.21168768824020634,0.012016244691081385,0.03089287472610386,0.08288438745824804,0.23223791610476258,0.1221677882097248,0.4466178280841865,76.4862060546875,2802.241425000375
segformer_b0_ade20k,images/1G0011615.jpg,1,4000,3000,512,512,7586118,322230,4086253,5399,11739,13996,1501,1646,67277,31245,0.9586000158963889,0.07309317059859366,0.04074555140972552,0.12786438367833716,0.11760503000857388,0.1225203128459705,0.4644232055531608,76.35523223876953,2751.449768999919
segformer_b0_ade20k,images/1G0031685.jpg,1,4000,3000,512,512,9188508,45652,2755561,10279,10294,12759,4210,4477,61693,24460,0.9939497680713778,0.016297225523371484,0.004943817304443501,0.40897610258402955,0.35088956814797395,0.3777126761900116,0.3964793412542752,42.9571533203125,2589.1466430002765
segformer_b0_ade20k,images/1G0031718.jpg,1,4000,3000,512,512,8520707,55643,3423166,484,8000,9480,964,1016,43790,20371,0.9934559768791141,0.01599484191285006,0.006487958164020825,0.1205,0.10717299578059072,0.11344644495306577,0.4651975336834894,75.1219482421875,2775.9100019998186
segformer_b0_ade20k,images/1G0041734.jpg,1,4000,3000,512,512,8704425,1891840,1403735,0,4329,9760,0,0,46023,22872,0.8214616187873746,0.5740546035213885,0.17853838121262539,0.0,0.0,0.0,0.4969689068509224,76.0301742553711,2863.7689880001744
segformer_b0_ade20k,images/1G0041785.jpg,1,4000,3000,512,512,9178337,32480,2783899,5284,8000,9266,2878,2803,42732,17524,0.9959023886565479,0.011532538766977029,0.003526288710328302,0.35975,0.30250377725016186,0.32865266338718835,0.4100907984648507,76.17485046386719,2742.93947499973
segformer_b0_ade20k,images/1G0051812.jpg,1,4000,3000,512,512,8650535,105424,3201522,42519,9160,8531,611,627,39581,18809,0.9831853872908474,0.03187956501255237,0.012040257383571576,0.06670305676855895,0.07349665924276169,0.06993526054465773,0.4752027487936131,42.273406982421875,2580.6019579999884
segformer_b0_ade20k,images/1G0051859.jpg,1,4000,3000,512,512,8989148,171682,2693399,145771,12611,16171,1760,1816,76859,35263,0.9658894799508435,0.05992221511363902,0.018740878282863017,0.13956070097533899,0.11229979593098757,0.12445491398633432,0.4588011813840929,76.50857543945312,2739.324687000135
segformer_b0_ade20k,images/1G0061900.jpg,1,4000,3000,512,512,9278650,86011,2625109,10230,8036,12570,1318,1256,60127,28771,0.9897341739759961,0.03172526483519726,0.009184635727870982,0.1640119462419114,0.09992044550517104,0.12418442941528875,0.4785038335523143,59.67766571044922,2631.4410979998684
segformer_b0_ade20k,images/1G0061933.jpg,1,4000,3000,512,512,6973433,893796,4131353,1418,17212,12486,536,617,59766,28854,0.8862302502577635,0.17786457675185352,0.11361001440278401,0.031141064373692774,0.049415345186609005,0.03820543775234949,0.48278285312719604,76.00816345214844,2806.03865699959
segformer_b0_ade20k,images/1G0061945.jpg,1,4000,3000,512,512,7071933,141145,3590404,1196518,22912,11981,608,624,56346,27878,0.8409361163128407,0.0378247746445243,0.0195679292529486,0.02653631284916201,0.052082463901176865,0.035158943274473144,0.4947644908245483,75.66284942626953,2783.742048000022
segformer_b0_ade20k,images/1G0071975.jpg,1,4000,3000,512,512,8329540,24615,3000657,645188,21981,11357,3422,3437,52172,22488,0.9255720112012621,0.008136458473816569,0.002946438029938396,0.15567990537282198,0.30263273751871095,0.20559692895393783,0.43103580464617036,76.61328125,2723.5393179998937
segformer_b0_ade20k,images/1G0082036.jpg,1,4000,3000,512,512,8466893,295726,3233071,4310,9162,11064,0,0,51870,25745,0.9657763853226141,0.08380363052904431,0.03374858589652249,0.0,0.0,0.0,0.49633699633699635,57.97923278808594,2609.005137999702
segformer_b0_ade20k,images/1G0082048.jpg,1,4000,3000,512,512,8752052,1574837,1654203,18908,10153,12045,965,962,57232,26500,0.8459524191321365,0.4877105889056809,0.1524986857126091,0.09504579927115138,0.07986716479867165,0.08679789464639415,0.4630276768241543,76.54691314697266,2853.788717000043
segformer_b0_ade20k,images/1G0082098.jpg,1,4000,3000,512,512,7122736,126720,4660208,90336,12212,11571,542,651,55090,26407,0.9704274998528568,0.026472092331449315,0.017479932287333008,0.04438257451686865,0.056261343012704176,0.049620946997551735,0.4793428934470866,71.93305969238281,2762.464386999909
segformer_b0_ade20k,images/1G0092129.jpg,1,4000,3000,512,512,9498916,85379,2404930,10775,8534,16281,2385,2275,75899,35221,0.9899788120357642,0.03428450043749591,0.008908219123054955,0.27947035387860325,0.13973343160739513,0.18631201783980386,0.4640509097616569,75.78828430175781,2730.758655000045
segformer_b0_ade20k,images/2G0383621.jpg,2,4000,3000,512,512,6206936,27425,3239399,2526240,32028,10772,3300,3383,49966,20835,0.7085057292302206,0.008395003832468478,0.004399007372207032,0.10303484451105283,0.31405495729669514,0.1551637251869591,0.416983548813193,75.94892883300781,2679.0690650000215
segformer_b0_ade20k,images/2G0383645.jpg,2,4000,3000,512,512,8131530,27015,2692376,1149079,12105,8914,786,814,40885,19337,0.8736418660659262,0.009934209534414139,0.003311252190188324,0.06493184634448575,0.09131702939196769,0.07589665260843585,0.4729607435489788,76.63545227050781,2776.376567999705
segformer_b0_ade20k,images/2G0393685.jpg,2,4000,3000,512,512,8615042,548779,2830483,5696,10638,13943,1016,959,65929,31318,0.9395306208604008,0.1623961089729059,0.059885390602893704,0.09550667418687724,0.06878003299146525,0.07996936957714505,0.47502616451030655,75.53807830810547,2675.909362999846
segformer_b0_ade20k,images/2G0393708.jpg,2,4000,3000,512,512,7772191,220166,3984313,23330,11239,9856,389,395,48196,23394,0.969622566350208,0.05236463304965966,0.027547067779880204,0.034611620250912,0.04007711038961039,0.03714439149422323,0.4853929786704291,76.68144226074219,2762.8028039998753
segformer_b0_ade20k,images/2G0393739.jpg,2,4000,3000,512,512,8826564,159415,3009738,4283,8100,10987,707,728,51786,24241,0.9817916318790264,0.05030208386909688,0.017740415373772852,0.08728395061728395,0.06626012560298535,0.0753327080196733,0.4680994863476615,76.41410827636719,2740.7163940001738
segformer_b0_ade20k,images/2G0403768.jpg,2,4000,3000,512,512,8509367,237767,3236547,16319,8863,9791,35,28,45817,22530,0.9710061775877613,0.0684356681635569,0.0271822747885193,0.003949001466771973,0.0028597691757736698,0.0033172604167900767,0.4917388742169937,55.815616607666016,2625.9672539999883
segformer_b0_ade20k,images/2G0403795.jpg,2,4000,3000,512,512,9059031,52250,2885673,3046,8002,9388,1859,1850,43936,18941,0.9939330682342207,0.017784673049634044,0.005734649167334429,0.23231692076980756,0.19706007669365147,0.21324100030778778,0.4311043335761107,75.8364486694336,2544.6677039999486
segformer_b0_ade20k,images/2G0413815.jpg,2,4000,3000,512,512,9366336,44558,2527242,61864,10408,9518,2327,2331,44749,19363,0.9887654683039512,0.017325608523213312,0.004734725521294789,0.22357801691006918,0.24490439167892414,0.23375579197970825,0.4327024067576929,76.92217254638672,2821.4643210003487
segformer_b0_ade20k,images/2G0413844.jpg,2,4000,3000,512,512,7356899,245289,4396883,929,10346,14019,251,259,66170,32643,0.9676161763655616,0.05283927437415072,0.032265579330582196,0.02426058380050261,0.018474926884941865,0.020976115867638385,0.49332023575638506,76.33865356445312,2832.4816429999373
segformer_b0_ade20k,images/2G0423888.jpg,2,4000,3000,512,512,9404954,41746,2547442,5858,8000,8399,1735,1686,38306,17124,0.9949639028927407,0.01612320155971679,0.004419109318598029,0.216875,0.20073818311703776,0.20849482355209403,0.44703179658539133,75.98729705810547,2653.5795229997348
segformer_b0_ade20k,images/2G0433921.jpg,2,4000,3000,512,512,9176168,197737,2619156,6939,9412,9395,724,741,43227,20418,0.9781814941171605,0.07019684453758095,0.021094410493812343,0.07692307692307693,0.0788717402873869,0.07788522177843177,0.47234367409258105,76.53609466552734,2581.54315999991
segformer_b0_ade20k,images/2G0433933.jpg,2,4000,3000,512,512,8414704,127272,3073714,384310,12396,9276,1013,1039,42319,20040,0.9426881459993551,0.03976024887331591,0.014899597001911501,0.08171990964827364,0.11200948684777921,0.09449681164042141,0.4735461612987074,75.60604858398438,2643.7639509999826
segformer_b0_ade20k,images/2G0443979.jpg,2,4000,3000,512,512,8654110,349173,2977829,18888,15285,20147,1395,1391,97231,46400,0.959204829968308,0.1049512443936012,0.038782852877111605,0.09126594700686948,0.06904253735047401,0.07861383731882957,0.4772140572451173,75.75017547607422,2613.8217630000327
segformer_b0_ade20k,images/2G0443988.jpg,2,4000,3000,512,512,8794011,44992,3152513,8484,8000,8656,1683,1618,40450,18261,0.9939557978440657,0.014070970960170508,0.005090166843477709,0.210375,0.18692236598890943,0.1979564734693688,0.45144622991347344,76.05260467529297,2769.7456860000784
segformer_b0_ade20k,images/2G0444037.jpg,2,4000,3000,512,512,1846460,8821,2644441,7500278,30625,8539,1559,1592,38168,17103,0.19736501047131444,0.0033245868670338623,0.004754535835811395,0.050906122448979595,0.1864386930553929,0.07997538027310064,0.44809788304338716,77.02515411376953,2712.198336000256
segformer_b0_ade20k,images/2G0444050.jpg,2,4000,3000,512,512,3106176,9389,2800677,6083758,42185,8701,4036,4079,39174,14735,0.3376526729195181,0.0033412026621438785,0.0030135785964985483,0.09567381770771602,0.46879669003562807,0.15891554456497003,0.376142339306683,72.36271667480469,2743.3042070001648
segformer_b0_ade20k,images/3G0454094.jpg,3,4000,3000,512,512,9374484,110932,2513882,702,8337,10899,323,332,51583,23147,0.9882318562767193,0.0422628041453604,0.011695006312849116,0.03874295310063572,0.03046151023029636,0.03410672680411961,0.44873310974545877,75.73596954345703,2692.630248000114
segformer_b0_ade20k,images/3G0454117.jpg,3,4000,3000,512,512,8999853,23298,2965596,11253,8002,8742,4124,4129,40263,14841,0.9961756193324983,0.007794856558981349,0.0025820248381081064,0.5153711572106974,0.47231754747197435,0.49290599326992696,0.3686014454958647,41.509151458740234,2768.1870039996284
segformer_b0_ade20k,images/3G0464148.jpg,3,4000,3000,512,512,7469308,35410,3011407,1483875,24344,8939,979,983,40783,19458,0.8309763274407908,0.011621964824273988,0.0047183651670855585,0.04021524811041735,0.1099675578923817,0.058893194799628276,0.47711056077287106,75.88972473144531,2804.7360269997625
segformer_b0_ade20k,images/3G0464187.jpg,3,4000,3000,512,512,9133488,58806,2807566,140,8024,9199,2238,2218,42742,18556,0.9935875525459307,0.020515829766687647,0.006397314968385476,0.278913260219342,0.2411131644743994,0.2586393905846705,0.43413972205324974,76.0798110961914,2570.8185700000286
segformer_b0_ade20k,images/3G0474206.jpg,3,4000,3000,512,512,8137814,225607,3634744,1835,9625,11829,773,745,57187,27032,0.9728111130131583,0.05844209503229111,0.026975444617698907,0.0803116883116883,0.06298080987403838,0.07059818533787425,0.47269484323360206,76.42374420166016,2626.938680999956
segformer_b0_ade20k,images/3G0474224.jpg,3,4000,3000,512,512,8052273,90917,3855722,1088,8240,10515,1588,1686,49802,22301,0.9887031115588146,0.023036563516450326,0.011164789228791173,0.19271844660194173,0.16034236804564908,0.17504594569679566,0.4477932613148066,75.77001953125,2699.9071899999763
segformer_b0_ade20k,images/3G0484259.jpg,3,4000,3000,512,512,9515103,15922,2461800,7175,8006,9274,3696,3745,42763,15000,0.9975784739258979,0.006426063940990959,0.0016705443538339265,0.4616537596802398,0.4038171231399612,0.4308029231748295,0.35077052592194186,41.90131378173828,2715.9967860002325
segformer_b0_ade20k,images/3G0484309.jpg,3,4000,3000,512,512,9575556,18684,2362288,43472,8000,8923,1421,1428,41608,18549,0.993550751464663,0.007847215338945607,0.0019474184510706424,0.177625,0.16003586237812395,0.16837231211641854,0.44580369159776967,75.99420928955078,2718.125620999672
segformer_b0_ade20k,images/3G0494338.jpg,3,4000,3000,512,512,9536807,8822,2439151,15220,8008,8741,4557,4692,40408,12776,0.9974853697616185,0.0036037979177057917,0.0009241926330889248,0.5690559440559441,0.5367806887083858,0.552447319095185,0.3161750148485448,76.21743774414062,2667.344315000264
segformer_b0_ade20k,images/3G0494346.jpg,3,4000,3000,512,512,9539733,5306,2439767,15194,8000,8497,4067,4130,39462,13811,0.9978557007972504,0.00217007835757869,0.0005558908664490528,0.508375,0.4860539013769566,0.4969639393431977,0.3499822614160458,77.353759765625,2708.7356950000867
segformer_b0_ade20k,images/3G0494391.jpg,3,4000,3000,512,512,9324848,41450,2632135,1567,8000,8722,2513,2439,40688,16293,0.9954080252010463,0.01550352803445561,0.004425441086755941,0.314125,0.2796376977757395,0.29587979218924,0.40043747542272906,77.50438690185547,2626.0567360000096
segformer_b0_ade20k,images/3G0494400.jpg,3,4000,3000,512,512,9186796,119936,2693266,2,8010,8794,229,220,40885,19839,0.987112772321633,0.04263326984695731,0.012887015549604308,0.028589263420724095,0.02501705708437571,0.02668413829777655,0.48523908523908527,42.960960388183594,2779.1973979997238
segformer_b0_ade20k,images/3G0504442.jpg,3,4000,3000,512,512,9271299,56291,2661957,10453,8010,8780,564,568,39781,18659,0.992852463840657,0.02070855933674926,0.006034892185441255,0.07041198501872659,0.06469248291571754,0.06743116948724424,0.4690430104823911,76.41490936279297,2667.0507109997743
segformer_b0_ade20k,images/3G0504480.jpg,3,4000,3000,512,512,8452847,224709,3294073,28371,9338,11233,1396,1442,54806,24965,0.9709301490811949,0.06385988106111717,0.025895424933011092,0.1494966802313129,0.1283717617733464,0.13813121117394428,0.4555158194358282,75.61804962158203,2682.9415820002396
segformer_b0_ade20k,images/3G0504489.jpg,3,4000,3000,512,512,9131092,99989,2765541,3378,8486,9697,2113,2210,45634,19867,0.9888063827020078,0.03489371948644753,0.010831775823438231,0.24899835022389818,0.2279055377951944,0.23798549076044356,0.4353552176009116,75.58057403564453,2564.8026440003378
segformer_b0_ade20k,images/3G0504540.jpg,3,4000,3000,512,512,7202629,43860,4750281,3230,8000,10213,2647,2403,46864,19067,0.9935045758325254,0.00914866709176889,0.006052586293858998,0.330875,0.23528835797512973,0.2750126243544036,0.4068581427108228,71.44598388671875,2701.8440209999426
segformer_b0_ade20k,images/4G0102187.jpg,4,4000,3000,512,512,8875957,177967,2944675,1401,8278,10626,2028,2054,49823,21113,0.9801919864830915,0.05699244421870967,0.019656339063592758,0.24498671176612707,0.1932994541690194,0.2160953337964243,0.4237601107922044,61.93961715698242,2683.6876029997256
segformer_b0_ade20k,images/4G0102190.jpg,4,4000,3000,512,512,8801244,163533,3013283,21940,10010,10376,845,876,49332,22736,0.979361428650752,0.051477013462536074,0.01824172536584011,0.08441558441558442,0.08442559753276793,0.08442059067726249,0.4608773210086759,54.754913330078125,2635.0295259999257
segformer_b0_ade20k,images/4G0112250.jpg,4,4000,3000,512,512,9139622,95355,2761563,3460,8516,9116,683,660,43328,19937,0.9893039266274154,0.03337687676020103,0.010325418244138561,0.08020197275716298,0.07240017551557701,0.07610164037712162,0.4601412481536189,75.77760314941406,2620.15042899975
segformer_b0_ade20k,images/4G0112270.jpg,4,4000,3000,512,512,6682042,664620,2298127,2355211,40759,10624,0,0,49596,24688,0.688737319072307,0.2243256005322088,0.09046557470590044,0.0,0.0,0.0,0.4977820791999355,75.94322967529297,2707.403556999907
segformer_b0_ade20k,images/4G0122296.jpg,4,4000,3000,512,512,5872557,59258,2947766,3120419,36037,9939,1341,1306,45727,21308,0.6487411836680316,0.019706527117841426,0.009989859764675736,0.03721175458556484,0.1314015494516551,0.05799877107299429,0.46598289850635294,75.80915069580078,2688.299428999926
segformer_b0_ade20k,images/4G0132342.jpg,4,4000,3000,512,512,9161087,241405,2597024,484,8197,9020,383,351,42098,19966,0.9742752719989927,0.08504880692805773,0.025674576484617056,0.046724411370013416,0.03891352549889135,0.04246275984091113,0.474274312318875,75.94268798828125,2782.530508000036
segformer_b0_ade20k,images/4G0132356.jpg,4,4000,3000,512,512,8515437,926488,2532899,25176,10473,9880,0,0,46231,22407,0.8994767247122429,0.2678185470431611,0.09812490567336639,0.0,0.0,0.0,0.4846747853172114,42.391998291015625,2594.610001000092
segformer_b0_ade20k,images/4G0142382.jpg,4,4000,3000,512,512,7828467,887872,3283236,425,8252,10868,0,0,48926,23325,0.8980932602970552,0.21286238572580715,0.10186294957091503,0.0,0.0,0.0,0.4767403834362098,75.71961975097656,2703.065159000289
segformer_b0_ade20k,images/4G0152423.jpg,4,4000,3000,512,512,8730361,207011,2723246,339382,13862,10054,1347,1261,46834,22815,0.9411008419539852,0.07064602183357979,0.023162401654535585,0.0971721252344539,0.12542271732643723,0.10950471138571988,0.48714609044711105,63.286590576171875,2654.959522000354
segformer_b0_ade20k,images/4G0162464.jpg,4,4000,3000,512,512,8531641,337677,2873361,257321,14887,11183,723,758,52794,24645,0.9348064495593613,0.10516132166607807,0.0380724876478665,0.04856586283334453,0.06778145399266744,0.05658686228536337,0.4668144107284919,75.88851165771484,2759.206472000187
segformer_b0_ade20k,images/4G0162500.jpg,4,4000,3000,512,512,8833928,157738,2855707,152627,13154,9812,955,973,46019,20829,0.9660591584281037,0.052344741649507455,0.01754268897443477,0.07260149004105215,0.09916428862617203,0.08382898117405771,0.45261739716204175,76.01920318603516,2732.3695630002476
segformer_b0_ade20k,images/4G0162508.jpg,4,4000,3000,512,512,9131331,150886,2658101,59682,9592,9046,84,92,40937,19949,0.9774598290989872,0.05371544973330243,0.016255383816172364,0.008757297748123435,0.010170240990493035,0.0094110311703874,0.48730976866893033,76.73426818847656,2665.6227509997734
segformer_b0_ade20k,images/4G0172540.jpg,4,4000,3000,512,512,9181611,123480,2694802,107,8010,8893,674,594,41643,19739,0.986718498628401,0.04381392635655339,0.013270155015141711,0.08414481897627965,0.0667941077251771,0.07447221503480991,0.4740052349734649,76.08345794677734,2654.1259020000325
segformer_b0_ade20k,images/4G0192580.jpg,4,4000,3000,512,512,7768220,86443,2770590,1374747,65150,10823,1817,1864,50747,23275,0.8416811042092615,0.030256213351403362,0.011005309839518258,0.027889485801995396,0.17222581539314424,0.04800521903580292,0.4586478018405029,43.15311813354492,2746.4864560001843
segformer_b0_ade20k,images/4G0192633.jpg,4,4000,3000,512,512,0,0,3966202,8033798,0,11777,0,0,55854,27360,0.0,0.0,,,0.0,,0.4898485336770867,75.84352111816406,2684.5145659999616
segformer_b0_ade20k,images/4G0202650.jpg,4,4000,3000,512,512,3924034,458927,6217631,1399408,46749,18943,579,565,91630,44652,0.6786204754487305,0.06873706481693112,0.10470706903392478,0.012385291663992814,0.029826321068468564,0.017502656818074933,0.48730765033286044,75.7623062133789,2760.34883300008
segformer_b0_ade20k,images/5G0313128.jpg,5,4000,3000,512,512,7233983,56978,4258640,450399,18584,10937,2067,2308,53061,23180,0.9344589322806328,0.013202744079758681,0.007814882016239012,0.11122470942746449,0.21102678979610495,0.145671274970228,0.43685569438947625,75.84031677246094,2561.5862839999863
segformer_b0_ade20k,images/5G0313165.jpg,5,4000,3000,512,512,168638,30988,9917418,1882956,7696,14079,815,794,67452,32963,0.08097544298375767,0.003114870864739537,0.15523028062476832,0.1058991683991684,0.05639605085588465,0.07359791513328198,0.4886882523868825,76.07414245605469,2793.9259899999342
segformer_b0_ade20k,images/5G0323187.jpg,5,4000,3000,512,512,8258104,212014,3185875,344007,17577,18697,1726,1702,89447,42213,0.936917050756598,0.06239579927419642,0.025030820113722145,0.09819650679865734,0.09103064662780125,0.09447789441008611,0.47193310004807315,42.86083221435547,2562.092838999888
segformer_b0_ade20k,images/5G0323218.jpg,5,4000,3000,512,512,8455120,153172,3099181,292527,15788,16485,1502,1639,77506,36444,0.9499260686011028,0.04709574883169201,0.01779354139009225,0.09513554598429187,0.09942371853199879,0.09723237564498782,0.47020875803163625,76.00825500488281,2731.659520999983
segformer_b0_ade20k,images/5G0333246.jpg,5,4000,3000,512,512,8555763,86713,3350013,7511,10167,10867,1021,992,49875,23304,0.9891070356521923,0.02523128116701768,0.010033351553420571,0.10042293695288679,0.09128554338823962,0.09563648256013645,0.46724812030075186,76.21952056884766,2599.106712000321
segformer_b0_ade20k,images/5G0333284.jpg,5,4000,3000,512,512,8400794,115056,3306775,177375,12465,12031,263,331,56535,27771,0.9663610455268327,0.03362410358664703,0.013510806319979802,0.021099077416766948,0.027512259995012882,0.023882630450086335,0.4912178296630406,76.05328369140625,2696.8412539999917
segformer_b0_ade20k,images/5G0333308.jpg,5,4000,3000,512,512,9021007,160550,2806292,12151,9467,10206,1033,1027,47776,23445,0.9812153050760368,0.05411477928383109,0.017486140967158403,0.1091158762015422,0.1006270821085636,0.10469969835789629,0.4907275619557937,76.45954895019531,2643.959784999879
segformer_b0_ade20k,images/5G0343349.jpg,5,4000,3000,512,512,7710913,85498,3071175,1132414,23995,9573,2028,1951,45281,19805,0.863597729824473,0.027084845341915364,0.010966327968086855,0.08451760783496562,0.20380236080643477,0.11948453024356405,0.4373799165212782,76.4137954711914,2671.667974999764
segformer_b0_ade20k,images/5G0343375.jpg,5,4000,3000,512,512,107857,0,5887544,6004599,4837,10197,0,0,48919,24763,0.017645443991744073,0.0,0.0,0.0,0.0,0.0,0.5062041333633148,42.23017501831055,2639.5279990001654
segformer_b0_ade20k,images/5G0353411.jpg,5,4000,3000,512,512,8917980,189760,2780204,112056,13013,15242,962,1045,73611,35304,0.9672643516190597,0.06389303035322987,0.020835026032802868,0.07392607392607392,0.06856055635743341,0.0711422924046656,0.4796022333618617,76.26249694824219,2736.945357999957
segformer_b0_ade20k,images/5G0353431.jpg,5,4000,3000,512,512,7779466,27473,4126423,66638,8192,9948,1683,1645,48808,22292,0.9880472369800918,0.006613791004878312,0.0035190488871502646,0.2054443359375,0.16535987133092078,0.18323550968610966,0.45672840517947877,54.00672149658203,2549.896185000307
segformer_b0_ade20k,images/5G0363465.jpg,5,4000,3000,512,512,8178691,55324,2947693,818292,15427,10117,1502,1482,47413,20745,0.9034924467320872,0.018422806131300623,0.006718957883851317,0.09736176832825566,0.14648611248393792,0.11697577111980205,0.437538227912176,78.61779022216797,2746.0609320000913
segformer_b0_ade20k,images/5G0363491.jpg,5,4000,3000,512,512,6120908,0,3269454,2609638,12870,15273,0,0,71564,35846,0.7010910886902147,0.0,0.0,0.0,0.0,0.0,0.5008943043988597,73.54278564453125,2777.302970999699
segformer_b0_ade20k,images/5G0363517.jpg,5,4000,3000,512,512,8572837,72909,3225762,128492,15400,11085,870,932,51620,24486,0.9770463258461874,0.02210253765834786,0.008432933375558338,0.05649350649350649,0.08407758231844835,0.06757915134341108,0.4743510267338241,76.20591735839844,2648.163064000073
segformer_b0_ade20k,images/5G0373570.jpg,5,4000,3000,512,512,6981783,187374,4593435,237408,13702,11481,275,333,56209,26807,0.9426479076332956,0.03919294830644772,0.026136127301996593,0.02007006276455992,0.029004442121766397,0.02372396726908575,0.4769165080325215,77.29014587402344,2593.167183999867
segformer_b0_ade20k,images/5G0373573.jpg,5,4000,3000,512,512,7832892,188468,3956846,21794,10829,12646,442,487,60555,29249,0.9738582650537339,0.045465313363475,0.023495766303968404,0.04081632653061224,0.03851020085402499,0.039629742650798494,0.48301544050862855,75.69286346435547,2726.0910349996266
segformer_b0_ade20k,images/6G0212693.jpg,6,4000,3000,512,512,7615922,196193,4153887,33998,16975,11578,977,1027,54944,25635,0.9706617786412202,0.045101009636604385,0.02511394161504279,0.057555228276877764,0.088702712040076,0.06981234426221353,0.4665659580663949,76.26057434082031,2675.135165000029
segformer_b0_ade20k,images/6G0212702.jpg,6,4000,3000,512,512,8529667,250939,3219270,124,8685,9252,838,836,43670,20548,0.9714075025652764,0.07231235928441197,0.028578779186766837,0.09648819804260218,0.09035884133160398,0.09332298554480015,0.47052896725440807,41.29612731933594,2545.4522190002535
segformer_b0_ade20k,images/6G0222732.jpg,6,4000,3000,512,512,7989989,25108,3905584,79319,10344,12108,2697,2671,58266,25520,0.9870988839713699,0.006387679319570193,0.003132588414089062,0.2607308584686775,0.2205979517674265,0.23899127630668784,0.43799128136477533,76.48556518554688,2599.0989869997065
segformer_b0_ade20k,images/6G0222754.jpg,6,4000,3000,512,512,8648210,389255,2962504,31,8008,9480,110,104,43932,21538,0.9569254581136191,0.11613454308618251,0.0430712594737573,0.013736263736263736,0.010970464135021098,0.01219855494041475,0.4902576709460075,76.20243072509766,2671.090090999769
segformer_b0_ade20k,images/6G0232807.jpg,6,4000,3000,512,512,9166493,32201,2795097,6209,8000,8884,3269,3305,40915,15592,0.9958272238175676,0.011389319413800739,0.0035006056294513113,0.408625,0.3720171094101756,0.38946269872013517,0.3810827324941953,76.16153717041016,2699.4283809999615
segformer_b0_ade20k,images/6G0242833.jpg,6,4000,3000,512,512,9373038,20159,2574409,32394,8000,8530,2057,2053,39980,17467,0.994424434499651,0.007769694222699116,0.0021461276709090634,0.257125,0.2406799531066823,0.24863084449580974,0.43689344672336167,75.69913482666016,2662.8534300002684
segformer_b0_ade20k,images/6G0242864.jpg,6,4000,3000,512,512,8033171,72239,3864861,29729,8004,10831,1651,1710,49816,21413,0.9874657335295685,0.018348276650326383,0.008912442430426099,0.20627186406796602,0.1578801588034346,0.17886065494812114,0.4298418178898346,76.54255676269531,2675.0902149997273
segformer_b0_ade20k,images/6G0252888.jpg,6,4000,3000,512,512,8177475,102839,3716364,3322,10174,12247,949,1062,59113,27660,0.9871842509738478,0.02692682216682381,0.012419698093574712,0.09327698053862787,0.08671511390544623,0.08987643615288246,0.46791737858000776,77.18326568603516,2662.865789999614
segformer_b0_ade20k,images/6G0262914.jpg,6,4000,3000,512,512,8294941,45527,3532485,127047,16006,13372,5046,5265,63290,24103,0.9796192861778219,0.01272410489400259,0.005458566593625202,0.3152567787079845,0.3937331737959916,0.3501517944027541,0.3808342550165903,76.68748474121094,2676.8776799999614
